name;reference product;database;unit;production amount;location;code;activity type;ISIC_num;ISIC_name;CPC_num;CPC_name;prod_category;prod_sub_category
market for cement, unspecified;cement, unspecified;SSP5-PkBudg500-2030;kilogram;;RoW;7eba4555668563087546d146e049957d;;23940;Manufacture of cement, lime and plaster;37400;Plaster, lime and cement;GlasNonMetal;Glass & other non-metallic products
market for fibre cement roof slate;fibre cement roof slate;SSP5-PkBudg500-2030;kilogram;;GLO;d2df0e953e4bc32d893d9ee501b3fced;;23950;Manufacture of articles of concrete, cement and plaster;37540;Tiles, flagstones, bricks and similar articles, of cement, concrete or artificial stone;GlasNonMetal;Glass & other non-metallic products
market for bamboo culm;bamboo culm;SSP5-PkBudg500-2030;kilogram;;RoW;9127bd8139126b367eac7b51774c6663;;2300;Gathering of non-wood forest products;3000;Forestry and logging products;AgriForeAnim;Agricultural & forestry products
market for pinto bean;pinto bean;SSP5-PkBudg500-2030;kilogram;;GLO;f782568fef537430d6e3237dc6decaf8;;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1243;Broad beans and horse beans, green;AgriForeAnim;Agricultural & forestry products
market for trimesoyl chloride;trimesoyl chloride;SSP5-PkBudg500-2030;kilogram;;GLO;be48ac439e1256e98c07f6c1c9ca7609;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for benzyl chloride;benzyl chloride;SSP5-PkBudg500-2030;kilogram;;RoW;e1d5aec1ddcd2f1e672fd45d47870cf3;;20110;Manufacture of basic chemicals;34100;Basic organic chemicals;Chemical;Chemical products
market for rice, basmati;rice, basmati;SSP5-PkBudg500-2030;kilogram;;GLO;0f9dc9d51dc64358635aa88e7fc29016;;1120;Growing of rice;1130;Rice;AgriForeAnim;Agricultural & forestry products
market for hydrazine;hydrazine;SSP5-PkBudg500-2030;kilogram;;RoW;cdb19fb363bed3662eac4a0867232056;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for uranium, enriched 3.9%, in fuel element for light water reactor;uranium, enriched 3.9%, in fuel element for light water reactor;SSP5-PkBudg500-2030;kilogram;;GLO;c52fc2a091f9166dbee48011e246c3c4;;20110;Manufacture of basic chemicals;33620;"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions, ceramic products[…]";OreMinFuel;Ores, minerals & fuels
market for thulium oxide;thulium oxide;SSP5-PkBudg500-2030;kilogram;;GLO;a280ff53735f94cb6f820bd91197fa4a;;7290;Mining of other non-ferrous metal ores;34290;Compounds of rare earth metals, of yttrium or of scandium;Chemical;Chemical products
market for core board;core board;SSP5-PkBudg500-2030;kilogram;;GLO;b20eafb899a4ae9369c39f791ea6f8e9;;17010;Manufacture of pulp, paper and paperboard;32100;Pulp, paper and paperboard;ProcBio;Pulp & paper
market for tebuconazole;tebuconazole;SSP5-PkBudg500-2030;kilogram;;GLO;6fc3d11145cae7853c8512c340ae07c1;;20110;Manufacture of basic chemicals;34662;Fungicides;Chemical;Chemical products
market for yogurt, from cow milk;yogurt, from cow milk;SSP5-PkBudg500-2030;kilogram;;GLO;83fda3cac6a5669a5091e0815e8dc80f;;10500;Manufacture of dairy products;22230;Yoghurt and other fermented or acidified milk and cream;ProcBio;Food & beverages, animal feed
market for phosphorus pentachloride;phosphorus pentachloride;SSP5-PkBudg500-2030;kilogram;;GLO;36f82a3bf8b75b019a64306fc3d7781d;;20110;Manufacture of basic chemicals;34231;"Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]";Chemical;Chemical products
market for ethoxylated alcohol (AE11);ethoxylated alcohol (AE11);SSP5-PkBudg500-2030;kilogram;;GLO;2771305be48bbf3bcbe8ca566c7ea069;;20230;Manufacture of soap and detergents, cleaning and polishing preparations, pe;35300;Soap, cleaning preparations, perfumes and toilet preparations;Chemical;Chemical products
market for stone meal;stone meal;SSP5-PkBudg500-2030;kilogram;;GLO;623750edd0034776efcc02e52a42352b;;8910;Mining of chemical and fertilizer minerals;34649;Other mineral or chemical fertilizers containing at least two nutrients (nitrogen, phosphate, potash), n.e.c.;Chemical;Chemical products
market for alfalfa-grass silage;alfalfa-grass silage;SSP5-PkBudg500-2030;kilogram;;GLO;01d59f12e272b87bf58589cdb975fe97;;1190;Growing of other non-perennial crops;1912;Alfalfa for forage and silage;AgriForeAnim;Agricultural & forestry products
market for electronics scrap;electronics scrap;SSP5-PkBudg500-2030;kilogram;;GLO;fe8807f114d8097b8635ab9bccce30c3;;24200;Manufacture of basic precious and other non-ferrous metals;39000;Wastes or scraps;AgriForeAnim;Agricultural & forestry products
market for solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry;solder, bar, Sn95.5Ag3.9Cu0.6, for electronics industry;SSP5-PkBudg500-2030;kilogram;;GLO;4320d957a5e248bfffcf8bc3769dccc5;;20290;Manufacture of other chemical products n.e.c.;42950;Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, coated or core[…];ProcBio;Food & beverages, animal feed
market for benzimidazole-compound;benzimidazole-compound;SSP5-PkBudg500-2030;kilogram;;GLO;1a8baac9137e8e15307bc13e7cb7cc40;;20210;Manufacture of pesticides and other agrochemical products;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for soil pH raising agent, as CaCO3;soil pH raising agent, as CaCO3;SSP5-PkBudg500-2030;kilogram;;GLO;bab51cbc5c22ac6f6b1c37acf74856a7;;8910;Mining of chemical and fertilizer minerals;34659;Fertilizers n.e.c.;Chemical;Chemical products
market for sodium silicate, spray powder, 80%;sodium silicate, spray powder, 80%;SSP5-PkBudg500-2030;kilogram;;RoW;8ff8021cced130c0e72b1b341b0b21b4;;20110;Manufacture of basic chemicals;34270;"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and thiocyanates; silicates; borates; perb[…]";Chemical;Chemical products
market for battery cell, Li-ion, LFP;battery cell, Li-ion, LFP;SSP5-PkBudg500-2030;kilogram;;GLO;0499fa4e688990715acdaa77ef6fc3d4;;20110;Manufacture of basic chemicals;46410;Primary cells and primary batteries;MachElecTrans;Metal/electronic equipments & parts
market for dichlobenil;dichlobenil;SSP5-PkBudg500-2030;kilogram;;GLO;00682bfd5f7a185c1b9f3aa290bf2fc0;;20110;Manufacture of basic chemicals;34663;Herbicides, anti-sprouting products and plant-growth regulators;Chemical;Chemical products
market for soybean seed, organic, for sowing;soybean seed, organic, for sowing;SSP5-PkBudg500-2030;kilogram;;GLO;ca487247d88662a6433b8394bee3749b;;1640;Seed processing for propagation;1411;Soya beans, seed for planting;AgriForeAnim;Agricultural & forestry products
market for dimethyl sulfate;dimethyl sulfate;SSP5-PkBudg500-2030;kilogram;;RoW;02b8255b30841e6c8016ee8fce101c05;;20110;Manufacture of basic chemicals;34000;Basic chemicals;Chemical;Chemical products
market for magnesium, for reuse in hafnium sponge production;magnesium, for reuse in hafnium sponge production;SSP5-PkBudg500-2030;kilogram;;RoW;ebf922b54e6bdb28dd1e01edddf1d47f;;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for disodium disulphite;disodium disulphite;SSP5-PkBudg500-2030;kilogram;;GLO;3f67014b8e14d9835fb8ebbdfb733ecc;;20110;Manufacture of basic chemicals;34240;"Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.";Chemical;Chemical products
market for chickpea;chickpea;SSP5-PkBudg500-2030;kilogram;;GLO;8d51cd9b4fcdd6da75aa3cdb199e2f31;;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1703;Chick peas, dry;AgriForeAnim;Agricultural & forestry products
market for flattened bamboo;flattened bamboo;SSP5-PkBudg500-2030;kilogram;;RoW;7b02cef221ba21fd468b7b3f8a8df01e;;16200;Manufacture of products of wood, cork, straw and plaiting materials;31212;Wood, continuously shaped along any of its edges or faces (including strips and friezes for parquet flooring, […];ProcBio;Wood, straw & cork
market for printing ink, rotogravure, without solvent, in 55% toluene solution state;printing ink, rotogravure, without solvent, in 55% toluene solution state;SSP5-PkBudg500-2030;kilogram;;RoW;18090a2bc17fb4aa8ce6f9195b2f5afe;;20220;Manufacture of paints, varnishes and similar coatings, printing ink and mas;35130;Printing ink;Chemical;Chemical products
market for lime, from liquid packaging board production;lime, from liquid packaging board production;SSP5-PkBudg500-2030;kilogram;;GLO;5bc7a9db28fc5744a0eb1f65377be520;;20120;Manufacture of fertilizers and nitrogen compounds;16100;Chemical and fertilizer minerals;OreMinFuel;Ores, minerals & fuels
market for potassium permanganate;potassium permanganate;SSP5-PkBudg500-2030;kilogram;;GLO;4537fa8ee7e18b21c571c30954ef90c2;;20110;Manufacture of basic chemicals;34250;"Salts of oxometallic or peroxometallic acids; colloidal precious metals and compounds thereof; inorganic and o[…]";Chemical;Chemical products
market for cement, CEM II/B;cement, CEM II/B;SSP5-PkBudg500-2030;kilogram;;World;d5be897b903944d2bac551877ed0588d;;23940;Manufacture of cement, lime and plaster;37400;Plaster, lime and cement;GlasNonMetal;Glass & other non-metallic products
market for cyanogen chloride;cyanogen chloride;SSP5-PkBudg500-2030;kilogram;;GLO;c866604d4dd11363cdd7dd01461c365b;;20110;Manufacture of basic chemicals;34200;Basic inorganic chemicals n.e.c.;Chemical;Chemical products
market for magnesium-alloy, AZ91, diecast;magnesium-alloy, AZ91, diecast;SSP5-PkBudg500-2030;kilogram;;GLO;f770ed86e91a27cead5080d19cbcad57;;24200;Manufacture of basic precious and other non-ferrous metals;41601;Tungsten, molybdenum, tantalum, magnesium, cobalt, cadmium, titanium, zirconium, beryllium, gallium, hafnium, […];MetalAlloy;Basic metals & alloys, their semi-finished products
market for chromite ore concentrate;chromite ore concentrate;SSP5-PkBudg500-2030;kilogram;;GLO;3256cbf332d0c1acef6d7481c16a30c7;;7290;Mining of other non-ferrous metal ores;14290;Other non-ferrous metal ores and concentrates (other than uranium or thorium ores and concentrates);OreMinFuel;Ores, minerals & fuels
market for feldspar;feldspar;SSP5-PkBudg500-2030;kilogram;;GLO;10e21d33c3cffcabb5a566c1a47aa060;;8100;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market for brass removed by turning, primarily roughing, computer numerical controlled;brass removed by turning, primarily roughing, computer numerical controlled;SSP5-PkBudg500-2030;kilogram;;GLO;579179618ee95743bc26a91e305223ec;;25920;"Treatment and coating of metals; machining";39360;Waste and scrap of other metals;AgriForeAnim;Agricultural & forestry products
market for potassium sulfate;potassium sulfate;SSP5-PkBudg500-2030;kilogram;;RoW;cd4895fccf44c9734e7e6047e59e5e32;;20120;Manufacture of fertilizers and nitrogen compounds;34632;Potassium sulphate (sulphate of potash);Chemical;Chemical products
market for olive;olive;SSP5-PkBudg500-2030;kilogram;;GLO;e8116896f1da1458c9d41ca5714e05bf;;1260;Growing of oleaginous fruits;1450;Olives;AgriForeAnim;Agricultural & forestry products
market for potato seed, for setting;potato seed, for setting;SSP5-PkBudg500-2030;kilogram;;GLO;7a910ec794edd8bf61176584f5c241ea;;1640;Seed processing for propagation;1260;Vegetable seeds, except beet seeds;AgriForeAnim;Agricultural & forestry products
market for polyethylene terephthalate, granulate, bottle grade;polyethylene terephthalate, granulate, bottle grade;SSP5-PkBudg500-2030;kilogram;;GLO;542da4756e2865b641823340f174e218;;20130;Manufacture of plastics and synthetic rubber in primary forms;34710;Polymers of ethylene, in primary forms;PlastRub;Plastics & rubber products
market for 2-nitroaniline;2-nitroaniline;SSP5-PkBudg500-2030;kilogram;;GLO;4e402383250f11fdef7cdad00d487a56;;20110;Manufacture of basic chemicals;34150;"Amine-function compounds; oxygen-function amino-compounds, except lysine and its esters and salts thereof and […]";Chemical;Chemical products
market for lignite;lignite;SSP5-PkBudg500-2030;kilogram;;RoW;3933e1727cffbfaf57e071eb7fd9ae73;;5200;Mining of lignite;11030;Brown coal;OreMinFuel;Ores, minerals & fuels
market for lemon;lemon;SSP5-PkBudg500-2030;kilogram;;GLO;32e6fd05c8b157b17ce0e2dbd39b818a;;1230;Growing of citrus fruits;1322;Lemons and limes;AgriForeAnim;Agricultural & forestry products
market for urea formaldehyde foam slab, hard;urea formaldehyde foam slab, hard;SSP5-PkBudg500-2030;kilogram;;GLO;74427c594f33c53968bd6a33a1cebda2;;22200;Manufacture of plastics products;36920;Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics;PlastRub;Plastics & rubber products
market for propylene glycol, liquid;propylene glycol, liquid;SSP5-PkBudg500-2030;kilogram;;RoW;73af3e0b44a59173a69d0b0c78739f68;;20110;Manufacture of basic chemicals;34139;Other alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated, nitrated or nitrosated derivativ[…];Chemical;Chemical products
market for straw, organic;straw, organic;SSP5-PkBudg500-2030;kilogram;;RoW;e1d2a7d5751f8635806666d8964a3b60;;1110;Growing of cereals (except rice), leguminous crops and oil seeds;1913;Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets;AgriForeAnim;Agricultural & forestry products
market for sheep for slaughtering, live weight;sheep for slaughtering, live weight;SSP5-PkBudg500-2030;kilogram;;GLO;d2df19ef12ee068bd50836513a74124a;;1440;Raising of sheep and goats;2122;Sheep;AgriForeAnim;Live animal, fish & their products
market for silica fume, densified;silica fume, densified;SSP5-PkBudg500-2030;kilogram;;GLO;ac98f15f83707ab11e82b925b0d363d7;;23940;Manufacture of cement, lime and plaster;37400;Plaster, lime and cement;GlasNonMetal;Glass & other non-metallic products
market for battery cell, Li-ion, LTO;battery cell, Li-ion, LTO;SSP5-PkBudg500-2030;kilogram;1.0;GLO;c47e59a4c5de45ab8229c27d33847e20;;-1;missing;-1;missing;;
market for battery, redox-flow, Vanadium;battery, redox-flow, Vanadium;SSP5-PkBudg500-2030;kilogram;1.0;GLO;f813dd1078d3464a9bbf169e43e3e7ed;process;-1;missing;-1;missing;;
market for apricot;apricot;SSP5-PkBudg500-2030;kilogram;;GLO;5654a1b5c1d011ad4201dc073f484d7b;;1240;Growing of pome fruits and stone fruits;1343;Apricots;AgriForeAnim;Agricultural & forestry products
market for wood chips and particles, willow;wood chips and particles, willow;SSP5-PkBudg500-2030;kilogram;;RoW;0644fb7666ecd032c5409733682f38a4;;1290;Growing of other perennial crops;31230;Wood in chips or particles;ProcBio;Wood, straw & cork
market for malusil;malusil;SSP5-PkBudg500-2030;kilogram;;GLO;ddb83d9b3333ce3cd85f35228f4bd175;;8100;Quarrying of stone, sand and clay;16390;Other minerals n.e.c.;OreMinFuel;Ores, minerals & fuels
market for bitumen adhesive compound, cold;bitumen adhesive compound, cold;SSP5-PkBudg500-2030;kilogram;;GLO;66b9d2c86836e95212702a8621c42f22;;23990;Manufacture of other non-metallic mineral products n.e.c.;37940;Bituminous mixtures based on natural and artificial stone materials and bitumen, natural asphalt or related su[…];GlasNonMetal;Glass & other non-metallic products
market for chemical, organic;chemical, organic;SSP5-PkBudg500-2030;kilogram;;GLO;ffcaa146be28caec479e80630f82994c;;20100;Manufacture of basic chemicals, fertilizers and nitrogen compounds, plastics;34100;Basic organic chemicals;Chemical;Chemical products
market for printed wiring board, through-hole mounted, unspecified, Pb free;printed wiring board, through-hole mounted, unspecified, Pb free;SSP5-PkBudg500-2030;kilogram;;GLO;e12a4ef05c574fbfe5bbebc37120c754;;26100;Manufacture of electronic components and boards;47130;Printed circuits;MachElecTrans;Metal/electronic equipments & parts
market for polysulfide, sealing compound;polysulfide, sealing compound;SSP5-PkBudg500-2030;kilogram;;GLO;916c32e1ae8cc50a9d5bfe8ffcfec267;;20130;Manufacture of plastics and synthetic rubber in primary forms;34700;Plastics in primary forms;PlastRub;Plastics & rubber products
